unique_id,crop_type_cocoa,crop_type_oil,crop_type_rubber
ID_S3L6LW,0,0,0
ID_R3IVNP,0,0,0
ID_PEM3YU,0,0,0
ID_GY8KLE,0,0,0
ID_70Z6WJ,0,0,0
ID_HZ6WV7,0,0,0
ID_NAJS5W,0,0,0
ID_EQHGKC,0,0,0
ID_MFSNA8,0,0,0
ID_LYNWC8,0,0,0
ID_UYLNG5,0,0,0
ID_N20ADI,0,0,0
ID_HCDXH1,0,0,0
ID_EYY4GZ,0,0,0
ID_SYLQXE,0,0,0
ID_WXT4DC,0,0,0
ID_RM8PP5,0,0,0
ID_BXI58F,0,0,0
ID_U9TQDF,0,0,0
ID_AEMLUZ,0,0,0
ID_EEA4W8,0,0,0
ID_EQCE5C,0,0,0
ID_S9W2MD,0,0,0
ID_KOZU5W,0,0,0
ID_WCYBAV,0,0,0
ID_6TPTQA,0,0,0
ID_IDOIP3,0,0,0
ID_X0C59M,0,0,0
ID_ZRUPK5,0,0,0
ID_Y0PD4J,0,0,0
ID_02PJ81,0,0,0
ID_AI8I3L,0,0,0
ID_NXHGP8,0,0,0
ID_GM7AO3,0,0,0
ID_97P171,0,0,0
ID_ENUAYS,0,0,0
ID_PL4EDZ,0,0,0
ID_B2R5W3,0,0,0
ID_VN2EI0,0,0,0
ID_TTIQK5,0,0,0
ID_XVN89H,0,0,0
ID_ZK3NRI,0,0,0
ID_CWBY1D,0,0,0
ID_TYADCK,0,0,0
ID_3SPZ2K,0,0,0
ID_X4H11F,0,0,0
ID_G4A5S1,0,0,0
ID_OZKCGD,0,0,0
ID_5LQR18,0,0,0
ID_08W0G9,0,0,0
ID_8YJOFP,0,0,0
ID_9WAWB5,0,0,0
ID_RHU4RA,0,0,0
ID_BZ7SSK,0,0,0
ID_7XGCF9,0,0,0
ID_FNJI6S,0,0,0
ID_AED0F2,0,0,0
ID_RL41ZM,0,0,0
ID_LOEDBK,0,0,0
ID_F1YHCS,0,0,0
ID_RJLEOL,0,0,0
ID_5YGFDU,0,0,0
ID_3W2U5Y,0,0,0
ID_4936NH,0,0,0
ID_SVFKGF,0,0,0
ID_MPPGPT,0,0,0
ID_G2XD6T,0,0,0
ID_H0GZTL,0,0,0
ID_SK4JN2,0,0,0
ID_WFTNZF,0,0,0
ID_ASJ7SE,0,0,0
ID_FPUJAT,0,0,0
ID_D1Z7W1,0,0,0
ID_OG5Q9G,0,0,0
ID_UVGXH5,0,0,0
ID_7J61RK,0,0,0
ID_6QZ5PL,0,0,0
ID_JYZ8CO,0,0,0
ID_YRR3I4,0,0,0
ID_MYYKET,0,0,0
ID_80NYG5,0,0,0
ID_IUI2ZC,0,0,0
ID_70VVOV,0,0,0
ID_T8STFN,0,0,0
ID_HEVHNT,0,0,0
ID_49VIVN,0,0,0
ID_2FYDI7,0,0,0
ID_FKM1OD,0,0,0
ID_2AHJHQ,0,0,0
ID_FH0USJ,0,0,0
ID_SSDU0Y,0,0,0
ID_L18RMD,0,0,0
ID_C5G4D2,0,0,0
ID_M3HLWN,0,0,0
ID_V5N83U,0,0,0
ID_RDZBD2,0,0,0
ID_OBV0W4,0,0,0
ID_1WQRTQ,0,0,0
ID_UONKKU,0,0,0
ID_TY37GP,0,0,0
ID_GAEVC0,0,0,0
ID_0RYO0O,0,0,0
ID_BIGSS9,0,0,0
ID_DXZRGZ,0,0,0
ID_BI2N06,0,0,0
ID_V3CJBW,0,0,0
ID_U4PHEF,0,0,0
ID_YUBTOY,0,0,0
ID_B3W8AX,0,0,0
ID_WYF6VB,0,0,0
ID_EHY71V,0,0,0
ID_9R5LCO,0,0,0
ID_QYA24T,0,0,0
ID_PZJ5BO,0,0,0
ID_SQA5DP,0,0,0
ID_LOR42J,0,0,0
ID_N8TE0N,0,0,0
ID_ZWHOG6,0,0,0
ID_7XHT4D,0,0,0
ID_2UIF5F,0,0,0
ID_KGK1D2,0,0,0
ID_5YYTOB,0,0,0
ID_IGJ86Y,0,0,0
ID_BLZXLF,0,0,0
ID_D14Z5W,0,0,0
ID_4NH8NG,0,0,0
ID_02BNC5,0,0,0
ID_DMIK4H,0,0,0
ID_8J5J4T,0,0,0
ID_PNP5SU,0,0,0
ID_I8WPAF,0,0,0
ID_27GB00,0,0,0
ID_DG21VQ,0,0,0
ID_YG52SN,0,0,0
ID_OGKVFN,0,0,0
ID_H65FVA,0,0,0
ID_K3OLHF,0,0,0
ID_4XZUD5,0,0,0
ID_2A3WTQ,0,0,0
ID_423SZM,0,0,0
ID_BDHEIV,0,0,0
ID_EUHO7M,0,0,0
ID_V2Z3VL,0,0,0
ID_P68GHX,0,0,0
ID_CDIFZE,0,0,0
ID_VCTFBZ,0,0,0
ID_N8BBZT,0,0,0
ID_MU7LY7,0,0,0
ID_GJHWLX,0,0,0
ID_S0UCMX,0,0,0
ID_0255XV,0,0,0
ID_QECJGB,0,0,0
ID_XZHM1R,0,0,0
ID_PWRFD8,0,0,0
ID_FEF6XC,0,0,0
ID_O6SYOI,0,0,0
ID_BF5ZO6,0,0,0
ID_QJY7DO,0,0,0
ID_9Z1IPB,0,0,0
ID_V0764S,0,0,0
ID_PLWMEY,0,0,0
ID_EX03NY,0,0,0
ID_6NNGM1,0,0,0
ID_B9M1F9,0,0,0
ID_VUPGQ3,0,0,0
ID_85J9ZL,0,0,0
ID_8HKRXF,0,0,0
ID_CWICXD,0,0,0
ID_TBKJ2A,0,0,0
ID_YUBIZV,0,0,0
ID_20J0BG,0,0,0
ID_FEQ51W,0,0,0
ID_SP6GRR,0,0,0
ID_XWNN3I,0,0,0
ID_3Y88DT,0,0,0
ID_JEDPPK,0,0,0
ID_M1LHEJ,0,0,0
ID_AIKUAT,0,0,0
ID_D5H7RH,0,0,0
ID_YY3711,0,0,0
ID_KACEWI,0,0,0
ID_A7GAIQ,0,0,0
ID_LKAHYR,0,0,0
ID_Q64WO9,0,0,0
ID_BFFWLI,0,0,0
ID_BIQRP4,0,0,0
ID_NG2VBM,0,0,0
ID_WEKHTO,0,0,0
ID_Q6GIE1,0,0,0
ID_A1JBNI,0,0,0
ID_ELVW6W,0,0,0
ID_46AW9W,0,0,0
ID_BMXR42,0,0,0
ID_1VFEJV,0,0,0
ID_CV4WS4,0,0,0
ID_R3T4H3,0,0,0
ID_N1DST5,0,0,0
ID_2QR4XO,0,0,0
ID_2JS5J1,0,0,0
ID_T0PNCE,0,0,0
ID_C4J57N,0,0,0
ID_UDI2HP,0,0,0
ID_23X5C5,0,0,0
ID_W9RNAM,0,0,0
ID_2N1PXN,0,0,0
ID_L1QWIS,0,0,0
ID_XS6LTW,0,0,0
ID_S3S627,0,0,0
ID_3TUBXW,0,0,0
ID_D2NY8X,0,0,0
ID_IVXV4G,0,0,0
ID_A66EF5,0,0,0
ID_2QWB0E,0,0,0
ID_6FYPRP,0,0,0
ID_ZCV4D4,0,0,0
ID_CMU8J0,0,0,0
ID_CY5CDD,0,0,0
ID_TEJ1NF,0,0,0
ID_9FXK59,0,0,0
ID_AYY3FZ,0,0,0
ID_LII2AO,0,0,0
ID_WRPEZ4,0,0,0
ID_5DB2H5,0,0,0
ID_WITNQF,0,0,0
ID_YCC9EN,0,0,0
ID_LLUQCV,0,0,0
ID_Q2WJT4,0,0,0
ID_229X83,0,0,0
ID_BU87WW,0,0,0
ID_0VLV9V,0,0,0
ID_NKSLUW,0,0,0
ID_I510WQ,0,0,0
ID_OC6MN3,0,0,0
ID_05N6X3,0,0,0
ID_F2RBAL,0,0,0
ID_CYN51M,0,0,0
ID_Q10M8N,0,0,0
ID_Z697Z8,0,0,0
ID_BMZ1OD,0,0,0
ID_M57DV3,0,0,0
ID_21IHW5,0,0,0
ID_LSYISC,0,0,0
ID_RFRFC7,0,0,0
ID_10NYQZ,0,0,0
ID_XG85S5,0,0,0
ID_VC6TNY,0,0,0
ID_YE6RE4,0,0,0
ID_3DW040,0,0,0
ID_O7BG75,0,0,0
ID_QSI67P,0,0,0
ID_H77E7A,0,0,0
ID_ZRGG3F,0,0,0
ID_7TVQGD,0,0,0
ID_8O20SG,0,0,0
ID_VBTUX9,0,0,0
ID_HZ4SYJ,0,0,0
ID_WRMEO2,0,0,0
ID_GGG1IW,0,0,0
ID_H8R9QC,0,0,0
ID_X3HMOC,0,0,0
ID_BIAVF6,0,0,0
ID_2825SY,0,0,0
ID_V8AYVY,0,0,0
ID_3QRLG8,0,0,0
ID_9DEAG9,0,0,0
ID_LZJ1AQ,0,0,0
ID_1FEFQX,0,0,0
ID_IJOJGV,0,0,0
ID_G7UFXB,0,0,0
ID_J2VU5S,0,0,0
ID_0JHRM0,0,0,0
ID_3AJ6HJ,0,0,0
ID_0G5RO8,0,0,0
ID_QC47WK,0,0,0
ID_4FA2DL,0,0,0
ID_VQIBTM,0,0,0
ID_L7O0P8,0,0,0
ID_N7FQD3,0,0,0
ID_KCABXW,0,0,0
ID_9CFW9A,0,0,0
ID_OVA6DC,0,0,0
ID_C6XWTN,0,0,0
ID_CNINCQ,0,0,0
ID_AQRWSY,0,0,0
ID_N6Z2A2,0,0,0
ID_DE6402,0,0,0
ID_CPWFA9,0,0,0
ID_TXF0ZU,0,0,0
ID_RKP47J,0,0,0
ID_F94KR7,0,0,0
ID_K33J7V,0,0,0
ID_8ETRB4,0,0,0
ID_UANRTS,0,0,0
ID_V9ZLR4,0,0,0
ID_A6HMUA,0,0,0
ID_RVG3GN,0,0,0
ID_MV7LJM,0,0,0
ID_BTNZ3Q,0,0,0
ID_IKPXXH,0,0,0
ID_54FA6V,0,0,0
ID_80TRX1,0,0,0
ID_I4S1FR,0,0,0
ID_HQ6VLY,0,0,0
ID_HRQWD1,0,0,0
ID_E5GB3E,0,0,0
ID_AYQQZA,0,0,0
ID_SWNE4S,0,0,0
ID_73XV0G,0,0,0
ID_2HF4ZY,0,0,0
ID_HX46LC,0,0,0
ID_GOA5EW,0,0,0
ID_1Z8HMD,0,0,0
ID_QJA8GT,0,0,0
ID_REPXEF,0,0,0
ID_IZFBBC,0,0,0
ID_MMVJDF,0,0,0
ID_YR2YNZ,0,0,0
ID_NDQSTQ,0,0,0
ID_1FZHNV,0,0,0
ID_9DNSLD,0,0,0
ID_X1GRJE,0,0,0
ID_0NEQW9,0,0,0
ID_J0AJGS,0,0,0
ID_QJUCM8,0,0,0
ID_X0W8BQ,0,0,0
ID_N6B8VR,0,0,0
ID_KKG17W,0,0,0
ID_LISANB,0,0,0
ID_B3CL59,0,0,0
ID_38CBPW,0,0,0
ID_92IRG1,0,0,0
ID_J7144N,0,0,0
ID_B4C8PS,0,0,0
ID_OBBA72,0,0,0
ID_VTQQH1,0,0,0
ID_98DICA,0,0,0
ID_9GJOFT,0,0,0
ID_V45UTU,0,0,0
ID_EIBYF4,0,0,0
ID_STW6AT,0,0,0
ID_4WW9QT,0,0,0
ID_XRC9L1,0,0,0
ID_FAQYVL,0,0,0
ID_OOMY7L,0,0,0
ID_WPCE1U,0,0,0
ID_2QR696,0,0,0
ID_8ASREI,0,0,0
ID_JA94AD,0,0,0
ID_YKO4CK,0,0,0
ID_V8X587,0,0,0
ID_TG3XFW,0,0,0
ID_TKEIVD,0,0,0
ID_WYC252,0,0,0
ID_O7JJ9U,0,0,0
ID_1596MI,0,0,0
ID_CECL1J,0,0,0
ID_OASPZ8,0,0,0
ID_CDSZV3,0,0,0
ID_79AV3B,0,0,0
ID_J9M7NZ,0,0,0
ID_5S0V8O,0,0,0
ID_XAFWKW,0,0,0
ID_PFH504,0,0,0
ID_NR0XUW,0,0,0
ID_9VZU3W,0,0,0
ID_C1N44P,0,0,0
ID_7SV5HD,0,0,0
ID_AOA463,0,0,0
ID_ATEP1U,0,0,0
ID_4I3XTU,0,0,0
ID_GNL851,0,0,0
ID_0A6X98,0,0,0
ID_WK4Z77,0,0,0
ID_SYGJCJ,0,0,0
ID_Q9I76Z,0,0,0
ID_JUH7OQ,0,0,0
ID_G68SSX,0,0,0
ID_Y1PXV3,0,0,0
ID_VCQS60,0,0,0
ID_W1RUVO,0,0,0
ID_UAFFKZ,0,0,0
ID_4Q273Q,0,0,0
ID_VY80E7,0,0,0
ID_TMQK0K,0,0,0
ID_QD40NF,0,0,0
ID_BDXELI,0,0,0
ID_LI7EPV,0,0,0
ID_W4ZDYR,0,0,0
ID_YQTI49,0,0,0
ID_OVZ0R3,0,0,0
ID_WII76U,0,0,0
ID_SW0VMH,0,0,0
ID_0T6RI0,0,0,0
ID_MPK2Z1,0,0,0
ID_Y7JSTY,0,0,0
ID_FBB1OE,0,0,0
ID_I091DA,0,0,0
ID_QIQVNR,0,0,0
ID_I1JB61,0,0,0
ID_KEBKDN,0,0,0
ID_BPRV82,0,0,0
ID_MY30VE,0,0,0
ID_B5SN54,0,0,0
ID_2Z5CLU,0,0,0
ID_3NE2KM,0,0,0
ID_7NG61T,0,0,0
ID_2KZ5EQ,0,0,0
ID_C6RQB3,0,0,0
ID_TKU861,0,0,0
ID_3M09IR,0,0,0
ID_BN8LCI,0,0,0
ID_6IZ0XN,0,0,0
ID_DNUEFW,0,0,0
ID_9AMN8C,0,0,0
ID_E97Z2E,0,0,0
ID_YZRQZQ,0,0,0
ID_SPFXTA,0,0,0
ID_MYPPBO,0,0,0
ID_UIDOH6,0,0,0
ID_FE0F3B,0,0,0
ID_E6QV9R,0,0,0
ID_2PBNPY,0,0,0
ID_8VBIE1,0,0,0
ID_6ZDA9S,0,0,0
ID_SZ3TMW,0,0,0
ID_0MP54W,0,0,0
ID_KTQI8U,0,0,0
ID_MD7V72,0,0,0
ID_SYDUS1,0,0,0
ID_ZLKX3Q,0,0,0
ID_E7XJJP,0,0,0
ID_YNHODV,0,0,0
ID_GI97BI,0,0,0
ID_B0DK4A,0,0,0
ID_W8UPAB,0,0,0
ID_XFNXMB,0,0,0
ID_Y8VL61,0,0,0
ID_J43JB1,0,0,0
ID_790CYN,0,0,0
ID_5CTM8N,0,0,0
ID_CRSP5M,0,0,0
ID_F4LFJF,0,0,0
ID_S6N2MX,0,0,0
ID_O7PMEK,0,0,0
ID_F55FBF,0,0,0
ID_RL0M9D,0,0,0
ID_GEMAK8,0,0,0
ID_DHIF65,0,0,0
ID_43NPU7,0,0,0
ID_UIM5WM,0,0,0
ID_IMQ0D4,0,0,0
ID_NL2MDS,0,0,0
ID_SPTNK9,0,0,0
ID_UUPFEH,0,0,0
ID_0PBL14,0,0,0
ID_XWJ6NM,0,0,0
ID_93AHIJ,0,0,0
ID_3YS8XX,0,0,0
ID_CDJRMK,0,0,0
ID_SYBVGF,0,0,0
ID_K0RECF,0,0,0
ID_NXW2DJ,0,0,0
ID_KNH6W4,0,0,0
ID_8IWDA0,0,0,0
ID_ECIOKW,0,0,0
ID_NBM1J4,0,0,0
ID_3A4H1Q,0,0,0
ID_COX6AN,0,0,0
ID_365AQX,0,0,0
ID_0BQYGG,0,0,0
ID_5QV1QV,0,0,0
ID_JKKTD8,0,0,0
ID_VXCR32,0,0,0
ID_HB3EM8,0,0,0
ID_0LKGAS,0,0,0
ID_EOUSED,0,0,0
ID_KYIZHC,0,0,0
ID_EJ3B4G,0,0,0
ID_ZTNT6L,0,0,0
ID_FCQ3WB,0,0,0
ID_797O39,0,0,0
ID_E0BWLJ,0,0,0
ID_1UUU7P,0,0,0
ID_78Z2BK,0,0,0
ID_WL2Z52,0,0,0
ID_OR4U5A,0,0,0
ID_Z4GP7F,0,0,0
ID_135KK3,0,0,0
ID_CHR64A,0,0,0
ID_Z0R053,0,0,0
ID_I2ZRCG,0,0,0
ID_Y43H2H,0,0,0
ID_8BS26W,0,0,0
ID_AEJU7X,0,0,0
ID_DW99NC,0,0,0
ID_T7ZV8P,0,0,0
ID_J3QT16,0,0,0
ID_2HLMO4,0,0,0
ID_2T2IWS,0,0,0
ID_3A2P87,0,0,0
ID_WT6J7N,0,0,0
ID_40CXRR,0,0,0
ID_01U0SG,0,0,0
ID_2ZZBP0,0,0,0
ID_UTEQ41,0,0,0
ID_XP20DZ,0,0,0
ID_4URLIS,0,0,0
